web-scraper-order,web-scraper-start-url,category,category-href,product,product-href,product_name,product_description,product_price,product_color,product_image-src,sub_category
1720555203-10,https://stockx.com/sneakers/most-popular,Women,https://stockx.com/browse/women,adidas Samba OG Collegiate Green (Women's)Lowest AskCA$135,https://stockx.com/adidas-samba-og-collegiate-green-womens,adidas Samba OG ,"The adidas Samba can be traced all the way back to the 1950s, but adidas continues to come up with ways to makes its iconic silhouette look modern in the present day. The adidas Samba OG Collegiate Green (Women's), which is a women's-exclusive shoe, accomplishes this goal by covering the Samba with a set of new colors.




This version of the adidas Samba features a soft full-grain leather upper done up in Collegiate Green with matching suede overlays. It also includes Cream White accents found on the tongue, Three Stripes logos, and heel. There is a gum rubber midsole and a gum rubber cupsole as well that finish off the sneaker's look.




What our sneaker experts like best about this Samba, though, are the gold foil details sprinkled throughout the shoe. They help tie its appearance together and give it the more modern appearance adidas was going for. The adidas Samba OG Collegiate Green (Women's) was released on January 22, 2024, when it retailed for $100.",135,Collegiate Green/Cream White/Gold Metallic,https://images.stockx.com/360/adidas-Samba-OG-Collegiate-Green-Womens/Images/adidas-Samba-OG-Collegiate-Green-Womens/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1714476154&h=384&q=60,adidas
1720555205-11,https://stockx.com/sneakers/most-popular,Women,https://stockx.com/browse/women,Jordan 3 Retro Georgia Peach (Women's)Lowest AskCA$164,https://stockx.com/air-jordan-3-retro-georgia-peach-womens,Jordan 3 Retro Georgia Peach,"The Jordan 3 Retro Georgia Peach (Women’s) is a high-top basketball shoe that takes its color inspiration from the colorful fruit. 




This version of the Jordan 3 Retro is made with a paneled and textured white leather upper. A white overlay provides support around the bottom, while further overlays in a black and gray elephant skin pattern round out the toebox and the heel. Cosmic Clay orange is prevalent on some of the eyestays, while the Air Jordan Jumpman logo appears on both the heel and the tongue in Cosmic Clay. The same color rounds out the heel above a visible Air unit. A white and gray rubber outsole completes the shoe’s look.




Our favorite thing about this shoe is the Cosmic Clay orange accents, which give the otherwise simple shoe a pop of color. The Jordan 3 Retro Georgia Peach (Women’s) was released on April 23, 2024, for a price of $200.",164,White/Cosmic Clay/Sail/Cement Grey/Anthracite,https://images.stockx.com/360/Air-Jordan-3-Retro-Georgia-Peach-Womens/Images/Air-Jordan-3-Retro-Georgia-Peach-Womens/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1713543679&h=384&q=60,Air Jordan
1720555207-12,https://stockx.com/sneakers/most-popular,Women,https://stockx.com/browse/women,Jordan 1 Retro High OG Satin Bred (Women's)Lowest AskCA$93,https://stockx.com/air-jordan-1-retro-high-og-satin-bred,Jordan 1 Retro High OG Satin Bred,"Unveiling the epitome of timeless design with the Jordan 1 Retro High OG Satin Bred (Women's) in the ever-classic Black/University Red/White colorway. The sophisticated satin finish adorns the iconic silhouette, exuding a blend of vintage charm and modern-day chic.

 Every step in these sneakers resonates with the legacy of the Jordan brand, making a bold statement in today's fashion scene. The contrasting hues of black and university red, punctuated with white accents, embody a narrative of enduring style and basketball heritage.

Released on October 4th, 2023, at a retail price of $180, this trending sneaker is not just a pair of shoes, but a passport to a legacy celebrated across generations. Seize the essence of cool encapsulated in every stitch of the Jordan 1 Retro High OG Satin Bred, and step into a story that continues to redefine sneaker culture.",93,Black/University Red/White,https://images.stockx.com/360/Air-Jordan-1-Retro-High-OG-Satin-Bred/Images/Air-Jordan-1-Retro-High-OG-Satin-Bred/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1696969279&h=384&q=60,Air Jordan
1720555210-13,https://stockx.com/sneakers/most-popular,Women,https://stockx.com/browse/women,adidas Handball Spezial Clear Pink Arctic Night (Women's)Lowest AskCA$161,https://stockx.com/adidas-handball-spezial-clear-pink-arctic-night-womens,adidas Handball Spezial Clear Pink Arctic Night,"The adidas Handball Spezial Clear Pink Arctic Night (Women's) has transcended its original handball roots to become a streetwear staple. This iteration features a Clear Pink and gum color scheme.




The Clear Pink Arctic Night showcases the Clear Pink color scheme and includes Arctic Night 3-Stripes on the sides. There is also a shade resembling navy blue on the branding found on the tongue, insole, and heel tabs. Additionally, ""Spezial"" text branding, alongside a trefoil logo, embellishes the lateral sides of the shoe. Crafted from a blend of suede and leather, this shoe exudes a nostalgic aesthetic, while the gum outsole enhances its retro appeal. This sneaker boasts a rounded toe design, coupled with a front lace-up closure for a secure and customizable fit and is equipped with a branded insole for enhanced comfort during wear.




What our experts love about the adidas Handball Spezial Clear Pink Arctic Night (Women's) is its timeless and classic design. This sneaker exudes a retro aesthetic complete with a gum sole, a nod to its handball heritage. The sneaker released on 2nd July 2023 for $110.",161,Clear Pink/Arctic Night/Gum,https://images.stockx.com/360/adidas-Handball-Spezial-Clear-Pink-Arctic-Night-Womens/Images/adidas-Handball-Spezial-Clear-Pink-Arctic-Night-Womens/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1692285550&h=384&q=60,adidas
1720555213-14,https://stockx.com/sneakers/most-popular,Women,https://stockx.com/browse/women,adidas Gazelle Indoor Bliss Pink Purple (Women's)Lowest AskCA$156,https://stockx.com/adidas-gazelle-indoor-bliss-pink-purple-womens,adidas Gazelle Indoor Bliss Pink Purple ,"The adidas Gazelle Indoor Bliss Pink Purple (Women's) brings a Y2K update to the adidas Campus '80s. Infused with the skate vibes of the early 2000s, this sneaker for women pops with color and contrast.​
​​
​The upper of the 00s iteration of adidas Campus in a Bliss Lilac/​Collegiate Purple/​Core Black colorway features an upper made of pinkish purple suede with and a hit of black leather with adidas branding on the heel tab. Lighter purple laces criss-cross over a tonal pink suede tongue with a black adidas trefoil plate. The sock liner and insole match the upper, and the branding on the insole matches the laces. Grounding this updated sneaker firmly in classic adidas roots are the black leather adidas signature 3-Stripes on the quarter panel and the gold Campus branding above the top stripe. The outsole is in transluscent tan color with herringbone traction for ultimate grip.​
​​
​What we appreciate most about this shoe is the midsole. It's tan color harkens back to the Campus '80s while its platform height brings a new twist. The adidas Gazelle Indoor Bliss Pink Purple (Women's) was released on May 1, 2023 for $110 retail.​
​​",156,Bliss Pink/Core Black/Collegiate Purple,https://images.stockx.com/360/adidas-Gazelle-Indoor-Bliss-Pink-Purple-Womens/Images/adidas-Gazelle-Indoor-Bliss-Pink-Purple-Womens/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1686730649&h=384&q=60,adidas
1720555215-15,https://stockx.com/sneakers/most-popular,Women,https://stockx.com/browse/women,Jordan 1 Low Wolf Grey (Women's)Lowest AskCA$121,https://stockx.com/air-jordan-1-low-wolf-grey-w,Jordan 1 Low Wolf Grey,"The women's Jordan 1 Low Wolf Grey (W) features a white leather upper with Wolf Grey Durabuck overlays and Swooshes. From there, a Jordan Wings logo on the heel and a translucent outsole adds the finishing touch.

The women's Jordan 1 Low Wolf Grey (W) released in July of 2021 and retailed for $100.",121,White/Wolf Grey-Aluminium,https://images.stockx.com/360/Air-Jordan-1-Low-Wolf-Grey-W/Images/Air-Jordan-1-Low-Wolf-Grey-W/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1635258914&h=384&q=60,Air Jordan
1720555217-16,https://stockx.com/sneakers/most-popular,Women,https://stockx.com/browse/women,adidas Samba OG Wonder Quartz (Women's)Lowest AskCA$142,https://stockx.com/adidas-samba-og-wonder-quartz-womens,adidas Samba OG Wonder Quartz,NA,142,White/Wolf Grey-Aluminium,https://images.stockx.com/360/adidas-Samba-OG-Wonder-Quartz-Womens/Images/adidas-Samba-OG-Wonder-Quartz-Womens/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1718742193&h=384&q=60,adidas
1720555220-17,https://stockx.com/sneakers/most-popular,Women,https://stockx.com/browse/women,ASICS Gel-1130 White Midnight (Women's)Lowest AskCA$118,https://stockx.com/asics-gel-1130-white-midnight-w,ASICS Gel-1130White Midnight,"The ASICS Gel-1130 debuts in the chic Midnight/White colorway, balancing classic ASICS heritage with a splash of modern flair.



While its aesthetics scream streetwear-ready, its roots are firmly planted in ASICS’ iconic legacy. Built with precision and a keen eye for detail, the shoe sports a mix of leather and mesh on its upper. The White hue envelops the silhouette, while Midnight accents make a statement, ensuring this pair doesn't go unnoticed.What truly sets the Gel-1130 apart is its unmatched comfort — a testament to ASICS' commitment to quality and innovation. Slide in, and let the soft Gel cushioning cradle your feet.



The ASICS Gel-1130 (W) in Midnight/White was unveiled on March 15, 2023. With a sleek design that speaks comfort and style, it came out swinging at a retail price of $95.",118,White/Midnight,https://images.stockx.com/360/ASICS-Gel-1130-White-Midnight-W/Images/ASICS-Gel-1130-White-Midnight-W/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1691072306&h=384&q=60,ASICS
1720555222-18,https://stockx.com/sneakers/most-popular,Women,https://stockx.com/browse/women,Nike Dunk Low Cacao Wow (Women's)Lowest AskCA$102,https://stockx.com/nike-dunk-low-cacao-wow-womens,Nike Dunk LowCacao Wow,"Nike did it again on July 28, 2023, when they dropped the Dunk Low in the enticing Cacao Wow colorway. This shoe is a surefire hit for those who crave unique kicks.




Crafted with buttery smooth leather, the upper sports a cool Cacao Wow finish, delivering a potent mix of style and comfort. This Dunk Low uses a light, creamy hue for contrast, adding just the right amount of pop.The Cacao Wow Dunk Low is set to turn heads and start conversations




This Nike Dunk in the Cacao Wow colorway was released on July 28, 2023, coming in at a retail price of $110.",102,Sail/Cacao Wow-Coconut Milk,https://images.stockx.com/360/Nike-Dunk-Low-Cacao-Wow-Womens/Images/Nike-Dunk-Low-Cacao-Wow-Womens/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1686774325&h=384&q=60,Nike
1720555224-19,https://stockx.com/sneakers/most-popular,Women,https://stockx.com/browse/women,adidas Samba OG Cloud White Core Black (Women's)Lowest AskCA$92,https://stockx.com/adidas-samba-og-cloud-white-core-black-womens,adidas Samba OGCloud White Core Black,"The adidas Samba OG Cloud White Core Black (Women's) represents a contemporary take on a timeless style, emanating an aesthetic charm that goes beyond its original athletic purpose.




Crafted from full-grain leather, the upper of the Cloud White Core Black adidas Samba OG (Women's) offers a sturdy and resilient construction. A light brown suede, paired with a contrasting dark brown heel tab, introduces an element of sophistication to the overall design. The iconic serrated 3-Stripes appear in a deep brown shade on both the lateral and medial sides, creating a visually striking contrast. Enhancing the shoe's unique identity, a Bluebird tongue label and a foil logotype mark its distinctive DNA. Underneath, a brown gum rubber outsole ensures both traction and durability, underscoring the shoe's practicality and style.




The standout characteristic of the adidas Samba OG Cloud White Core Black (Women's) lies in its signature T-toe design. This element pays homage to football pitches of the past, while embracing a forward-looking approach with its entirely vegan composition. The shoe debuted for $100 on December 1st, 2023.",92,Cloud White/Core Black/Clear Granite,https://images.stockx.com/360/adidas-Samba-OG-Cloud-White-Core-Black-Womens/Images/adidas-Samba-OG-Cloud-White-Core-Black-Womens/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1703794724&h=384&q=60,adidas
1720555227-20,https://stockx.com/sneakers/most-popular,Women,https://stockx.com/browse/women,Jordan 1 Retro High OG Latte (Women's)Lowest AskCA$192,https://stockx.com/air-jordan-1-retro-high-og-latte-womens,Jordan 1 Retro High OG Latte ,"Introducing the Jordan 1 Retro High OG Latte (Women's), a sneaker that blends classic style with a modern twist, perfect for today's fashion-forward crowd. This edition features a tasteful mix of Black, Legend Medium Brown, White, and Sail, reflecting a sophisticated palette that’s as versatile as it is striking. The high-top silhouette maintains its legendary profile, updated with a fresh color scheme that resonates with the subtle yet bold tastes of a new generation.

This Jordan 1 Retro High OG is designed not just for looks but also for lasting comfort. The high-quality leather upper and air-cushioned sole provide premium support and durability, making it ideal for daily wear. Whether you're stepping out for a night on the town or heading to a casual meetup, these sneakers are crafted to offer both standout style and practical functionality.

Released on May 29, 2024, the Jordan 1 Retro High OG Latte (Women's) retailed for $180. This sneaker has quickly become a staple in the collections of those who appreciate a refined approach to streetwear. With its neutral yet impactful colorway and classic design, it promises to remain a favorite for years to come, showcasing a timeless charm that transcends seasons and trends.",192,Black/Legend Medium Brown/White/Sail,https://images.stockx.com/360/Air-Jordan-1-Retro-High-OG-Latte-Womens/Images/Air-Jordan-1-Retro-High-OG-Latte-Womens/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1714054943&h=384&q=60,Air Jordan
